Nome,Sexo,Idade,Profissao,Salario,EC
Adriana,M,19.0,Dentista,11055.62,Casado
Carlos,F,19.0,Gerente de TI,15512.91,Viúvo
José,M,19.0,Gerente de TI,14577.12,Solteiro
Felipe,M,19.0,Gerente de TI,15806.74,Viúvo
Amanda,M,18.0,Farmacêutico,3248.83,Divorciado
Raquel,M,18.0,Gerente de Vendas,6150.54,Solteiro
Marcelo,F,19.0,Farmacêutico,15400.1,Viúvo
Claudia,M,19.0,Dentista,14777.32,Viúvo
José,M,19.0,Programador,20175.22,Casado
Rafael,M,19.0,Engenheiro de Petróleo,10345.32,Viúvo
Fabiana,M,18.0,Veterinário,4431.55,Viúvo
Pedro,M,,Programador,15878.74,Casado
Antonio,M,18.0,Consultor,14496.62,Solteiro
Luana,F,18.0,Gerente de TI,5123.58,Viúvo
Guilherme,M,19.0,Arquiteto,4543.48,Casado
Fatima,F,19.0,Gerente de Vendas,22120.88,Casado
Gustavo,F,18.0,Piloto,8231.48,Divorciado
Ana Paula,M,18.0,Farmacêutico,12433.91,Casado
João,M,,Médico,6119.87,Divorciado
Francisco,F,,Diretor Executivo (CEO),22277.87,Viúvo
Adriana,F,18.0,Veterinário,18225.27,Casado
Guilherme,M,18.0,Engenheiro de Petróleo,16613.6,Divorciado
Gabriel,M,19.0,Piloto,16586.6,Divorciado
Ana,F,,Veterinário,14613.66,Divorciado
Luciana,M,19.0,Advogado,21119.27,Divorciado
Jose,F,19.0,Engenheiro,5089.89,Solteiro
Eliane,F,18.0,Piloto,20611.15,Viúvo
Marcos,F,18.0,Programador,22824.77,Casado
Gustavo,F,19.0,Consultor,17228.7,Divorciado
Diego,M,19.0,Cientista de Dados,17200.31,Solteiro
Pedro,F,19.0,Gerente de TI,22938.31,Divorciado
Marcelo,M,19.0,Arquiteto,15600.5,Viúvo
Luciana,F,18.0,Consultor,5554.61,Casado
Carlos,F,19.0,Gerente,10144.7,Viúvo
Paula,M,19.0,Gerente de Vendas,18607.84,Divorciado
Aline,F,,Advogado,14115.4,Solteiro
Bruno,M,18.0,Piloto,7839.43,Divorciado
Luana,M,,Engenheiro de Petróleo,13195.91,Solteiro
Vanessa,F,18.0,Engenheiro de Petróleo,12652.25,Divorciado
Fernando,F,18.0,Advogado,12480.66,Viúvo
Luciana,M,19.0,Analista de Sistemas,22778.55,Viúvo
Camila,F,18.0,Engenheiro,12202.17,Casado
Luana,F,,Engenheiro de Petróleo,9266.89,Casado
Joao,F,18.0,Advogado,14436.23,Viúvo
Maria,M,19.0,Analista de Sistemas,22649.86,Divorciado
Marcelo,F,19.0,Advogado,22066.17,Casado
Marcelo,F,18.0,Consultor,18411.07,Divorciado
Sandra,M,18.0,Engenheiro,18703.72,Solteiro
Fernanda,F,18.0,Diretor (CTO),19784.5,Viúvo
Joao,F,19.0,Diretor Executivo (CEO),12567.46,Viúvo
Larissa,F,,Piloto,3023.38,Viúvo
Luiz,F,19.0,Farmacêutico,13719.78,Viúvo
Felipe,M,19.0,Piloto,11011.11,Divorciado
Luciana,M,19.0,Diretor (CTO),11815.03,Viúvo
Carlos,M,19.0,Advogado,14397.64,Casado
Ana,M,18.0,Diretor (CTO),19342.83,Divorciado
Ana Paula,M,18.0,Programador,7232.89,Solteiro
Vanessa,F,19.0,Farmacêutico,6783.6,Casado
Fatima,F,19.0,Programador,3573.19,Viúvo
Ricardo,M,19.0,Médico,14516.04,Divorciado
João,F,,Veterinário,19928.01,Solteiro
Paulo,M,18.0,Consultor,16337.86,Solteiro
Paula,M,19.0,Engenheiro,8127.62,Casado
José,F,19.0,Gerente de Vendas,8340.56,Divorciado
Marcos,M,18.0,Analista de Sistemas,7026.83,Viúvo
Carlos,F,18.0,Farmacêutico,11005.0,Divorciado
Anderson,F,18.0,Dentista,15814.16,Solteiro
Bruna,F,18.0,Dentista,21607.65,Viúvo
Lucas,F,18.0,Analista de Sistemas,8438.59,Casado
José,F,18.0,Engenheiro de Petróleo,3734.21,Casado
Beatriz,M,19.0,Gerente de TI,18281.55,Solteiro
Paula,F,,Cientista de Dados,19866.56,Casado
Thiago,M,,Cientista de Dados,18515.21,Solteiro
Sandra,M,18.0,Arquiteto,15638.88,Casado
Renata,F,19.0,Gerente de Vendas,22961.65,Divorciado
Joao,M,18.0,Engenheiro,11760.79,Viúvo
Raquel,F,18.0,Farmacêutico,6888.4,Viúvo
Fatima,F,18.0,Diretor (CTO),8583.0,Casado
Daniel,M,19.0,Cientista de Dados,7780.76,Viúvo
Eliane,F,18.0,Advogado,8188.07,Divorciado
Jose,M,,Gerente de TI,10901.13,Solteiro
Rodrigo,M,19.0,Advogado,3329.75,Solteiro
Rafael,M,18.0,Analista de Sistemas,14145.57,Divorciado
Gabriela,M,19.0,Gerente de Vendas,17921.81,Solteiro
Bruno,M,,Diretor (CTO),22691.45,Divorciado
Carla,M,,Veterinário,14282.4,Viúvo
Larissa,M,18.0,Diretor Executivo (CEO),13621.89,Viúvo
Raquel,F,,Gerente de Vendas,19785.24,Casado
Beatriz,F,19.0,Engenheiro de Petróleo,11994.27,Divorciado
Diego,F,18.0,Diretor Executivo (CEO),13973.28,Divorciado
Amanda,F,19.0,Gerente de TI,6870.48,Viúvo
Carla,M,,Gerente,11775.4,Viúvo
Gabriel,M,18.0,Diretor (CTO),8357.98,Casado
Maria,M,19.0,Engenheiro,20986.22,Divorciado
Claudia,M,,Analista de Sistemas,18149.91,Divorciado
Jose,F,18.0,Dentista,8061.66,Viúvo
João,M,18.0,Analista de Sistemas,21652.21,Casado
Ana Paula,F,18.0,Programador,3836.46,Casado
Mariana,F,19.0,Arquiteto,7497.06,Casado
Rodrigo,M,18.0,Gerente,6918.17,Solteiro
Marcia,M,18.0,Gerente de Vendas,22116.44,Casado
Bruno,M,,Engenheiro,3866.62,Solteiro
Felipe,M,,Gerente de Vendas,7158.11,Casado
Camila,F,19.0,Engenheiro,22339.72,Viúvo
Aline,F,,Piloto,18945.33,Casado
Camila,M,19.0,Programador,4676.66,Viúvo
José,M,19.0,Consultor,16006.28,Solteiro
Ana,F,18.0,Advogado,13899.9,Viúvo
Ricardo,F,18.0,Gerente,20111.17,Casado
Paula,F,19.0,Programador,17619.09,Divorciado
Luana,F,19.0,Veterinário,17069.49,Casado
Matheus,M,19.0,Gerente de Vendas,8473.28,Casado
Francisco,M,,Gerente,5707.68,Solteiro
Thiago,M,19.0,Engenheiro,19327.67,Casado
João,F,18.0,Arquiteto,11932.35,Solteiro
Marcelo,M,18.0,Veterinário,21097.09,Solteiro
Larissa,F,18.0,Cientista de Dados,14701.81,Solteiro
Marcos,M,18.0,Piloto,20237.43,Casado
Raquel,F,18.0,Dentista,16219.3,Solteiro
Vanessa,F,18.0,Consultor,6673.6,Casado
Marcelo,M,19.0,Gerente,22627.67,Divorciado
Luana,F,19.0,Engenheiro de Petróleo,10057.63,Casado
Marcos,M,18.0,Diretor Executivo (CEO),18622.09,Casado
Pedro,F,18.0,Engenheiro de Petróleo,13710.99,Solteiro
Anderson,F,18.0,Diretor (CTO),11529.38,Solteiro
Luana,M,19.0,Consultor,22236.54,Viúvo
Camila,M,,Veterinário,8153.41,Divorciado
Anderson,F,,Consultor,7172.56,Divorciado
Thiago,M,,Piloto,15361.09,Divorciado
Marcia,F,19.0,Gerente,6659.34,Viúvo
Ricardo,M,18.0,Piloto,14092.26,Casado
Guilherme,M,18.0,Diretor (CTO),5112.4,Divorciado
Luana,F,,Gerente,11791.78,Viúvo
Paulo,F,18.0,Gerente de TI,16527.71,Viúvo
Thiago,M,,Gerente de Vendas,15037.99,Solteiro
Daniel,M,19.0,Farmacêutico,21226.9,Solteiro
Luciana,M,18.0,Gerente de TI,12825.31,Casado
Jessica,F,19.0,Piloto,6440.69,Casado
Ricardo,M,19.0,Gerente de TI,21752.44,Viúvo
Fatima,M,19.0,Diretor (CTO),18825.05,Divorciado
Renata,M,19.0,Programador,18233.02,Divorciado
Antonio,F,18.0,Médico,18381.31,Divorciado
João,M,,Engenheiro,13777.01,Solteiro
Maria,F,19.0,Farmacêutico,9664.6,Solteiro
Diego,M,18.0,Farmacêutico,11821.54,Divorciado
Lucas,M,19.0,Engenheiro de Petróleo,14963.38,Casado
Gabriela,F,18.0,Engenheiro,7833.54,Viúvo
Vanessa,F,19.0,Advogado,18930.66,Viúvo
Luana,F,19.0,Analista de Sistemas,12919.1,Divorciado
Anderson,F,18.0,Consultor,8415.85,Solteiro
Antonio,M,19.0,Diretor Executivo (CEO),21914.66,Solteiro
Luana,F,18.0,Diretor (CTO),10618.95,Viúvo
Luana,F,,Cientista de Dados,16471.02,Viúvo
Amanda,F,18.0,Cientista de Dados,4685.62,Divorciado
Ana,M,,Gerente,10958.23,Solteiro
Ana,M,19.0,Diretor (CTO),13698.62,Casado
Paula,F,,Gerente,4458.29,Viúvo
Aline,F,19.0,Cientista de Dados,16586.35,Casado
Joao,F,18.0,Engenheiro de Petróleo,19459.29,Divorciado
Ricardo,F,18.0,Diretor (CTO),22407.9,Divorciado
Carlos,F,18.0,Diretor (CTO),16963.76,Casado
Gabriel,M,19.0,Analista de Sistemas,6424.75,Viúvo
Anderson,M,19.0,Programador,13390.97,Casado
Fabiana,F,19.0,Dentista,19391.17,Divorciado
Carla,F,18.0,Consultor,16351.52,Viúvo
Adriana,M,18.0,Farmacêutico,11503.62,Viúvo
Fernanda,M,18.0,Gerente,22675.65,Casado
Marcelo,M,18.0,Advogado,11370.56,Solteiro
Francisca,F,,Diretor (CTO),16794.17,Solteiro
João,F,19.0,Dentista,8380.54,Viúvo
Felipe,F,19.0,Gerente,14314.98,Divorciado
José,F,,Consultor,11656.64,Viúvo
Claudia,M,18.0,Programador,16669.31,Viúvo
Paulo,M,19.0,Médico,17725.45,Divorciado
Patricia,F,,Consultor,14086.91,Viúvo
Carla,F,18.0,Piloto,6891.26,Solteiro
João,F,19.0,Analista de Sistemas,11886.51,Casado
Gabriel,F,19.0,Arquiteto,15095.69,Solteiro
Juliana,M,19.0,Gerente,20083.47,Viúvo
Gabriela,M,18.0,Engenheiro,4907.8,Viúvo
José,M,18.0,Gerente,4801.07,Solteiro
Gustavo,F,19.0,Veterinário,8043.09,Divorciado
Marcia,M,19.0,Engenheiro,18129.23,Viúvo
Patricia,F,18.0,Diretor (CTO),16456.52,Casado
Eliane,F,18.0,Consultor,13394.29,Solteiro
Ricardo,M,19.0,Arquiteto,3632.9,Casado
Daniel,M,18.0,Analista de Sistemas,21910.72,Casado
Vanessa,F,,Arquiteto,14225.91,Solteiro
Aline,M,19.0,Engenheiro,3532.6,Divorciado
Antonio,M,19.0,Gerente,15648.32,Divorciado
Mariana,M,19.0,Arquiteto,7220.16,Solteiro
Leandro,M,19.0,Cientista de Dados,18427.7,Viúvo
Fernando,M,19.0,Analista de Sistemas,20697.19,Divorciado
Luciana,M,,Gerente,10257.28,Casado
Marcelo,M,,Dentista,14272.44,Divorciado
Antonio,M,19.0,Arquiteto,5941.01,Divorciado
Mariana,F,19.0,Gerente,22972.68,Casado
Jessica,M,19.0,Veterinário,19824.5,Divorciado
José,F,18.0,Gerente,10750.3,Divorciado
Amanda,F,19.0,Piloto,18403.23,Casado
Thiago,M,,Gerente,6055.47,Viúvo
Jessica,M,18.0,Gerente de Vendas,6199.61,Viúvo
Bruno,F,19.0,Piloto,15553.12,Divorciado
Marcia,M,19.0,Farmacêutico,11055.89,Casado
Francisco,M,,Farmacêutico,18143.71,Viúvo
Larissa,F,18.0,Consultor,17121.71,Viúvo
Leonardo,M,18.0,Engenheiro de Petróleo,12241.01,Viúvo
Marcos,M,,Arquiteto,4430.37,Solteiro
Carla,F,18.0,Arquiteto,16116.24,Solteiro
Patricia,F,,Gerente,18429.39,Casado
Paula,M,19.0,Cientista de Dados,22090.92,Viúvo
Ricardo,F,,Gerente,22870.54,Solteiro
Ana Paula,M,18.0,Arquiteto,19679.05,Viúvo
Adriana,F,19.0,Engenheiro,21232.07,Casado
Matheus,M,19.0,Advogado,22493.36,Divorciado
Aline,M,,Veterinário,15517.76,Viúvo
Maria,M,19.0,Programador,10216.91,Casado
Gabriel,F,19.0,Gerente,,Divorciado
Luciana,M,,Piloto,20585.5,Divorciado
Gustavo,F,19.0,Programador,16479.32,Casado
Leandro,F,18.0,Veterinário,3900.85,Solteiro
Sandra,F,19.0,Diretor Executivo (CEO),9491.35,Viúvo
Luana,M,18.0,Programador,13637.74,Casado
Rafael,F,19.0,Engenheiro,15857.59,Solteiro
Bruna,M,18.0,Diretor (CTO),17011.72,Viúvo
Vanessa,M,19.0,Consultor,4810.65,Viúvo
Pedro,F,18.0,Farmacêutico,3891.67,Casado
Carlos,F,18.0,Farmacêutico,13213.28,Solteiro
Gabriel,F,19.0,Piloto,3902.89,Casado
Daniel,F,19.0,Médico,22471.22,Viúvo
Rafael,F,18.0,Diretor (CTO),4919.67,Solteiro
Beatriz,F,,Diretor (CTO),10670.9,Divorciado
Felipe,F,18.0,Arquiteto,4659.57,Solteiro
Jose,M,18.0,Diretor Executivo (CEO),22150.91,Divorciado
Rodrigo,M,,Farmacêutico,4639.9,Divorciado
Fernando,F,19.0,Piloto,12311.07,Divorciado
Joao,F,19.0,Gerente de Vendas,9412.25,Viúvo
Mariana,M,18.0,Piloto,14868.16,Viúvo
Marcia,F,18.0,Engenheiro,8677.57,Viúvo
João,M,19.0,Advogado,21121.02,Solteiro
Fabiana,F,18.0,Cientista de Dados,9816.17,Solteiro
Luciana,F,18.0,Programador,16556.93,Casado
Diego,F,18.0,Consultor,17328.04,Casado
José,F,,Piloto,11493.08,Divorciado
Eduardo,M,18.0,Gerente de TI,9571.48,Divorciado
Gabriela,M,19.0,Programador,16896.93,Solteiro
Rodrigo,F,18.0,Gerente,16408.83,Casado
Larissa,M,19.0,Consultor,20486.83,Solteiro
Beatriz,M,19.0,Engenheiro,9985.58,Solteiro
Fatima,F,18.0,Engenheiro,9323.13,Divorciado
Larissa,M,19.0,Gerente,19143.05,Viúvo
Beatriz,F,19.0,Consultor,14103.39,Divorciado
Patricia,F,,Advogado,13397.65,Divorciado
Guilherme,M,,Engenheiro de Petróleo,15114.15,Divorciado
Gustavo,M,18.0,Médico,15990.49,Divorciado
Fatima,F,18.0,Consultor,11697.04,Divorciado
Diego,F,18.0,Veterinário,7028.16,Solteiro
Matheus,M,,Advogado,20874.25,Divorciado
Thiago,F,19.0,Consultor,16040.89,Casado
Raquel,M,18.0,Cientista de Dados,5880.96,Viúvo
Raquel,M,,Dentista,12503.32,Casado
Matheus,M,19.0,Arquiteto,11379.35,Divorciado
Maria,M,18.0,Diretor Executivo (CEO),12735.92,Casado
Amanda,F,18.0,Gerente,13665.67,Solteiro
Paula,M,,Programador,19147.82,Viúvo
Joao,F,19.0,Piloto,13861.53,Divorciado
Paula,M,,Engenheiro,22280.58,Viúvo
Luana,F,18.0,Engenheiro de Petróleo,5976.11,Viúvo
Fabiana,F,19.0,Diretor Executivo (CEO),10921.53,Divorciado
Mariana,F,19.0,Médico,9031.48,Solteiro
Carlos,M,18.0,Gerente,8225.4,Solteiro
Gabriel,M,18.0,Arquiteto,10774.99,Solteiro
José,F,19.0,Gerente de TI,6998.67,Divorciado
Luana,F,18.0,Analista de Sistemas,7059.62,Divorciado
Marcia,F,18.0,Programador,9379.84,Divorciado
Rafael,M,,Programador,18269.46,Viúvo
Marcos,M,19.0,Veterinário,6917.01,Viúvo
Felipe,M,,Gerente de TI,16620.69,Divorciado
Marcia,M,19.0,Gerente de Vendas,5385.91,Divorciado
Camila,F,18.0,Médico,22604.7,Viúvo
Luana,M,18.0,Cientista de Dados,17819.89,Viúvo
Rafael,F,18.0,Consultor,8861.02,Casado
Lucas,F,18.0,Gerente,9473.36,Casado
Rodrigo,M,19.0,Consultor,11193.02,Divorciado
Pedro,F,18.0,Arquiteto,4524.19,Divorciado
Gustavo,F,18.0,Advogado,11867.81,Casado
Raquel,F,,Engenheiro de Petróleo,6610.94,Viúvo
José,M,18.0,Consultor,7078.85,Viúvo
Bruno,F,,Piloto,19393.47,Casado
Francisca,M,18.0,Dentista,3485.62,Solteiro
Pedro,F,18.0,Cientista de Dados,18084.25,Casado
Aline,F,18.0,Programador,17033.71,Casado
Adriana,F,,Programador,15206.17,Divorciado
Vanessa,M,19.0,Gerente,13433.1,Viúvo
Patricia,F,,Cientista de Dados,13025.35,Divorciado
Pedro,M,18.0,Arquiteto,8426.26,Divorciado
Fernanda,M,19.0,Engenheiro,20231.76,Viúvo
Matheus,M,18.0,Gerente,6580.4,Casado
Rafael,M,,Diretor Executivo (CEO),9078.74,Viúvo
Beatriz,F,18.0,Arquiteto,13715.18,Viúvo
José,M,,Advogado,10885.92,Viúvo
Bruna,F,18.0,Gerente de TI,16058.01,Divorciado
Matheus,F,18.0,Engenheiro de Petróleo,17583.25,Viúvo
Paula,F,18.0,Gerente,3702.25,Casado
Sandra,F,19.0,Diretor (CTO),16123.48,Divorciado
Eliane,M,19.0,Consultor,3509.31,Viúvo
Jose,F,,Arquiteto,15657.14,Casado
Gabriel,M,,Advogado,3399.62,Divorciado
Matheus,F,18.0,Diretor Executivo (CEO),18484.05,Solteiro
Daniel,F,18.0,Engenheiro de Petróleo,9410.26,Viúvo
Mariana,F,,Diretor Executivo (CEO),4229.1,Solteiro
Lucas,F,18.0,Gerente,22117.86,Casado
Aline,M,19.0,Arquiteto,8242.49,Divorciado
Francisca,F,18.0,Médico,21646.56,Casado
Leonardo,F,19.0,Gerente,18355.26,Viúvo
Adriana,M,,Cientista de Dados,12450.04,Divorciado
Luana,M,18.0,Engenheiro de Petróleo,5776.57,Divorciado
Eduardo,F,,Gerente,17440.31,Divorciado
Guilherme,F,19.0,Arquiteto,9225.14,Viúvo
Leandro,M,,Diretor (CTO),,Casado
Anderson,F,18.0,Consultor,13258.24,Solteiro
Raquel,F,18.0,Diretor Executivo (CEO),19754.08,Solteiro
Lucas,M,18.0,Arquiteto,3332.03,Solteiro
Marcos,M,19.0,Médico,4516.48,Solteiro
Aline,F,,Analista de Sistemas,13935.22,Casado
Matheus,M,19.0,Dentista,20956.77,Viúvo
Eliane,F,18.0,Programador,8998.26,Solteiro
Matheus,F,18.0,Piloto,4099.06,Viúvo
João,F,19.0,Programador,13176.59,Casado
Maria,F,19.0,Analista de Sistemas,9010.25,Divorciado
Claudia,F,19.0,Dentista,16982.18,Divorciado
Fernando,F,19.0,Advogado,16584.13,Viúvo
Antonio,M,18.0,Consultor,4229.57,Casado
Luciana,M,19.0,Farmacêutico,3350.97,Divorciado
Maria,M,19.0,Médico,3699.56,Casado
Larissa,M,18.0,Piloto,14503.93,Viúvo
João,F,18.0,Engenheiro de Petróleo,10044.18,Casado
Marcos,M,18.0,Piloto,17125.48,Viúvo
Leonardo,M,18.0,Médico,10324.91,Casado
Carlos,M,18.0,Analista de Sistemas,19839.57,Divorciado
Eliane,F,18.0,Engenheiro,7000.23,Divorciado
Gabriel,M,18.0,Gerente,19791.03,Solteiro
Luciana,M,18.0,Engenheiro de Petróleo,3948.53,Solteiro
Fatima,M,18.0,Médico,22197.87,Divorciado
José,F,18.0,Arquiteto,13612.19,Casado
Marcia,F,18.0,Cientista de Dados,10895.8,Casado
Marcos,M,,Engenheiro de Petróleo,18811.76,Casado
Amanda,M,18.0,Arquiteto,5004.12,Divorciado
Gabriela,M,19.0,Advogado,20278.59,Solteiro
Marcia,M,19.0,Programador,4441.51,Divorciado
Francisco,M,18.0,Veterinário,13863.12,Solteiro
Guilherme,M,18.0,Advogado,8435.55,Casado
Bruno,M,,Cientista de Dados,11440.42,Casado
Marcos,M,18.0,Médico,5121.13,Divorciado
Ana Paula,M,19.0,Médico,4942.7,Casado
Fabiana,M,19.0,Piloto,9173.72,Solteiro
Sandra,F,,Advogado,9438.56,Casado
Francisca,F,,Gerente de TI,15617.8,Solteiro
Mariana,F,19.0,Médico,14555.91,Divorciado
Marcos,M,19.0,Cientista de Dados,7963.53,Casado
Carlos,M,19.0,Médico,12133.29,Solteiro
Ana,F,19.0,Engenheiro de Petróleo,9842.92,Viúvo
Antonio,M,19.0,Veterinário,21509.84,Viúvo
Claudia,M,,Consultor,12410.98,Casado
Fatima,F,18.0,Diretor (CTO),19971.69,Casado
Gabriela,F,18.0,Diretor (CTO),22478.5,Viúvo
Juliana,F,18.0,Advogado,6220.01,Casado
Luciana,F,18.0,Gerente de Vendas,13784.24,Divorciado
Bruno,M,18.0,Gerente de TI,16356.56,Solteiro
Marcos,F,19.0,Gerente,6410.72,Casado
Fatima,F,19.0,Gerente de TI,3431.15,Casado
Ana Paula,F,18.0,Advogado,18640.9,Viúvo
Anderson,M,18.0,Advogado,3475.14,Casado
Luiz,M,19.0,Analista de Sistemas,13963.59,Viúvo
Marcia,M,19.0,Analista de Sistemas,6430.65,Viúvo
Aline,M,19.0,Arquiteto,9446.28,Solteiro
Luiz,F,18.0,Diretor (CTO),17292.4,Solteiro
Matheus,F,,Dentista,5127.68,Casado
Jessica,M,18.0,Farmacêutico,4005.27,Divorciado
Lucas,M,18.0,Piloto,11491.92,Casado
Luana,F,18.0,Analista de Sistemas,13536.7,Viúvo
Mariana,F,19.0,Diretor Executivo (CEO),7744.85,Viúvo
Marcos,F,18.0,Engenheiro de Petróleo,11375.44,Casado
Luiz,M,18.0,Arquiteto,11531.47,Divorciado
Aline,F,19.0,Gerente,11531.2,Viúvo
Patricia,F,19.0,Arquiteto,,Viúvo
Maria,M,18.0,Gerente de TI,10785.12,Casado
Diego,F,19.0,Gerente de TI,11583.52,Solteiro
Renata,M,19.0,Piloto,9945.28,Divorciado
Rodrigo,M,19.0,Gerente de Vendas,6796.27,Casado
Renata,M,18.0,Dentista,11549.81,Solteiro
Luana,F,18.0,Gerente,20376.88,Viúvo
Joao,M,18.0,Advogado,13732.06,Viúvo
Luana,F,19.0,Dentista,22016.25,Divorciado
Carlos,F,18.0,Engenheiro de Petróleo,13980.91,Viúvo
Renata,F,19.0,Veterinário,17582.61,Solteiro
Vanessa,M,19.0,Médico,13304.51,Divorciado
Beatriz,M,,Consultor,14415.83,Casado
Gustavo,M,19.0,Piloto,22515.5,Solteiro
Lucas,F,18.0,Programador,21728.17,Divorciado
Gabriela,F,,Analista de Sistemas,15646.67,Viúvo
Marcelo,F,,Médico,,Solteiro
Joao,M,,Arquiteto,5615.61,Viúvo
Luciana,F,,Gerente,9939.78,Viúvo
Amanda,M,,Arquiteto,14809.47,Divorciado
Daniel,M,19.0,Programador,12267.71,Viúvo
Juliana,F,19.0,Engenheiro,14433.17,Casado
Beatriz,F,19.0,Analista de Sistemas,16753.1,Solteiro
Adriana,F,19.0,Gerente,19280.5,Solteiro
Antonio,F,18.0,Dentista,4101.17,Viúvo
Larissa,M,19.0,Piloto,12628.77,Divorciado
Ana,F,19.0,Veterinário,18925.25,Divorciado
José,F,18.0,Gerente,9182.89,Solteiro
Thiago,M,,Advogado,3174.58,Viúvo
Patricia,M,18.0,Cientista de Dados,19701.3,Divorciado
Camila,F,18.0,Farmacêutico,16745.34,Divorciado
Matheus,M,19.0,Analista de Sistemas,15089.07,Solteiro
Gabriela,F,18.0,Consultor,9817.57,Casado
Antonio,M,19.0,Médico,8396.36,Viúvo
Paulo,M,18.0,Piloto,3568.4,Solteiro
Fabiana,F,18.0,Engenheiro de Petróleo,22009.73,Viúvo
Luiz,M,18.0,Arquiteto,13658.81,Viúvo
Gabriel,F,19.0,Consultor,8680.32,Viúvo
Francisca,F,18.0,Piloto,19524.51,Casado
Daniel,M,19.0,Advogado,13500.16,Viúvo
Raquel,F,18.0,Médico,10107.74,Divorciado
Ana Paula,F,19.0,Gerente,5344.51,Divorciado
Marcia,F,19.0,Diretor (CTO),22214.82,Casado
Sandra,F,19.0,Farmacêutico,13205.87,Viúvo
Maria,F,19.0,Analista de Sistemas,16767.31,Viúvo
Gustavo,M,19.0,Dentista,6734.15,Viúvo
Raquel,M,18.0,Advogado,14749.85,Casado
Gustavo,F,,Diretor (CTO),10446.45,Viúvo
Fabiana,M,18.0,Farmacêutico,13172.97,Divorciado
Gustavo,M,,Gerente de TI,20961.64,Solteiro
Bruna,M,18.0,Engenheiro,15714.58,Divorciado
Marcia,M,,Veterinário,12380.18,Divorciado
Maria,M,,Consultor,8592.74,Solteiro
Eduardo,F,19.0,Arquiteto,3025.63,Viúvo
Guilherme,F,19.0,Gerente,10771.89,Viúvo
Daniel,M,19.0,Arquiteto,9702.59,Solteiro
Gabriel,F,,Diretor Executivo (CEO),7927.28,Casado
Maria,F,18.0,Dentista,21667.61,Casado
Gabriela,F,19.0,Gerente,3414.51,Solteiro
Ricardo,F,18.0,Gerente,21721.2,Divorciado
Paula,F,18.0,Diretor (CTO),17101.07,Divorciado
Francisca,F,18.0,Gerente,19741.46,Divorciado
Renata,M,18.0,Advogado,3255.45,Viúvo
Fatima,M,19.0,Analista de Sistemas,17504.74,Viúvo
Pedro,F,19.0,Programador,14371.74,Casado
Fabiana,M,19.0,Médico,13243.25,Casado
Gabriel,M,19.0,Gerente de Vendas,11087.96,Viúvo
Claudia,M,19.0,Arquiteto,3807.14,Viúvo
Gabriel,M,19.0,Gerente,20761.19,Divorciado
Luiz,M,18.0,Médico,3488.08,Viúvo
Amanda,F,19.0,Programador,4262.94,Solteiro
Joao,F,18.0,Farmacêutico,14062.97,Casado
Luana,F,19.0,Gerente,11558.09,Solteiro
Thiago,F,19.0,Cientista de Dados,4983.67,Viúvo
Beatriz,M,,Médico,9976.35,Solteiro
Marcelo,F,18.0,Engenheiro,8384.22,Solteiro
Paulo,M,19.0,Veterinário,5784.55,Casado
Juliana,M,,Diretor (CTO),21930.64,Solteiro
Fernanda,F,19.0,Veterinário,8463.51,Casado
Beatriz,F,19.0,Advogado,12953.19,Solteiro
Fabiana,F,19.0,Gerente,22266.68,Casado
Beatriz,F,18.0,Analista de Sistemas,16217.82,Solteiro
Eliane,M,19.0,Arquiteto,20263.24,Viúvo
Adriana,M,19.0,Engenheiro,20165.21,Divorciado
Bruna,F,19.0,Gerente,15101.09,Divorciado
Ana Paula,M,19.0,Diretor Executivo (CEO),16251.29,Solteiro
Fatima,F,18.0,Analista de Sistemas,19069.97,Solteiro
Felipe,F,18.0,Gerente de TI,9261.44,Casado
Rodrigo,M,18.0,Gerente,22583.68,Viúvo
Maria,F,,Farmacêutico,13928.08,Viúvo
Guilherme,F,18.0,Gerente de TI,10604.54,Solteiro
Beatriz,M,,Programador,18756.62,Casado
Joao,F,19.0,Arquiteto,8213.32,Viúvo
Amanda,F,,Arquiteto,13584.67,Viúvo
Matheus,F,19.0,Engenheiro,9654.24,Viúvo
Eliane,M,19.0,Diretor Executivo (CEO),13534.52,Casado
Eliane,M,,Programador,18601.5,Casado
Mariana,M,18.0,Diretor Executivo (CEO),19849.22,Casado
Marcia,M,18.0,Veterinário,10338.43,Casado
Raquel,F,19.0,Advogado,19483.08,Casado
Bruna,F,19.0,Piloto,7893.62,Divorciado
Sandra,F,18.0,Piloto,15615.15,Solteiro
Francisca,M,19.0,Piloto,11220.81,Casado
Jessica,F,18.0,Engenheiro,19262.18,Viúvo
Luana,M,18.0,Analista de Sistemas,22248.05,Solteiro
Marcos,F,19.0,Arquiteto,22322.54,Divorciado
Ana,M,18.0,Engenheiro de Petróleo,22374.51,Casado
Bruna,M,19.0,Gerente,12950.65,Viúvo
Luciana,F,19.0,Médico,19647.31,Solteiro
Luana,F,18.0,Piloto,16058.8,Divorciado
Fabiana,F,,Gerente,17485.26,Divorciado
Rafael,F,19.0,Analista de Sistemas,6826.82,Divorciado
Gabriela,F,,Gerente de TI,13846.87,Solteiro
Aline,F,19.0,Dentista,14733.11,Casado
Juliana,F,18.0,Programador,7159.13,Divorciado
Luciana,F,19.0,Gerente de TI,7465.88,Solteiro
